"Date
(YY:MM:DD)","Time
(HH:MM:SS)","Time
(µs)","Ax
(m/s^2)","Ay
(m/s^2)","Az
(m/s^2)","Gx
(deg/s)","Gy
(deg/s)","Gz
(deg/s)",label
05-12-22,16:58:54,736651,0.035913025,0.598550415,10.08198319,0.183206107,-0.633587786,-0.954198473,0
05-12-22,16:58:54,947542,0.478840332,-0.05746084,9.900023865,-0.129770992,-0.549618321,-1.259541985,0
05-12-22,16:58:55,158442,0.641646045,0.083797058,9.770736975,0.145038168,0,-1.244274809,0
05-12-22,16:58:55,368484,0.940921252,0.543483777,9.854534033,0.282442748,-0.20610687,-0.732824427,0
05-12-22,16:58:55,580088,-0.361524451,0.481234534,10.37647,0.190839695,-1.572519084,-0.885496183,0
05-12-22,16:58:55,790854,0.536301172,0.414196887,10.18493386,0.061068702,-0.503816794,-1.641221374,0
05-12-22,16:58:56,1640,0.349553442,0.936132849,9.842563025,0.038167939,-0.221374046,-0.885496183,0
05-12-22,16:58:56,213290,1.805228052,0.304063611,9.203311182,0.435114504,0.152671756,-1.20610687,0
05-12-22,16:58:56,424568,0.411802686,0.787692346,10.01015714,0.083969466,-0.076335878,-0.41221374,0
05-12-22,16:58:56,635818,0.694318481,-0.107739075,9.804255798,0.152671756,-0.358778626,-1.083969466,0
05-12-22,16:58:56,847906,1.134851587,0.181959326,9.69172832,0,0.603053435,-0.389312977,0
05-12-22,16:58:57,59893,0.512359155,0.679953271,9.880870251,0.290076336,0.175572519,-0.389312977,0
05-12-22,16:58:57,272039,0.237025964,0.751779321,9.684545715,-0.06870229,0.190839695,-1.458015267,0
05-12-22,16:58:57,484126,1.058237134,0.555454785,9.888052856,0,-0.335877863,-0.763358779,0
05-12-22,16:58:57,700303,0.545877979,0.483628735,9.9503021,0.251908397,-0.236641221,-0.93129771,0
05-12-22,16:58:57,916618,1.177947217,-0.44771571,9.052476477,0.419847328,1,-0.557251908,0
05-12-22,16:58:58,132654,-4.898536597,-1.750161414,15.73229911,0.374045802,-15.25954198,0.267175573,0
05-12-22,16:58:58,345767,0.021547815,0.809240161,10.54166991,-0.015267176,-0.938931298,-1.282442748,0
05-12-22,16:58:58,559389,1.886630908,0.284909998,8.980650427,0.236641221,0.20610687,-1.114503817,0
05-12-22,16:58:58,772241,-0.150834705,0.119710083,10.05325277,-0.290076336,0.007633588,-1.259541985,0
05-12-22,16:58:58,983760,-0.526724365,0.969651672,10.25915411,0.007633588,-4.709923664,-0.648854962,0
05-12-22,16:58:59,194973,-2.384624854,-0.986411084,10.85052192,0.511450382,-7.122137405,-1.603053435,0
05-12-22,16:58:59,406875,0.782903943,-0.122104285,9.787496387,0.404580153,0.709923664,-0.053435115,0
05-12-22,16:58:59,618797,1.381454358,1.204283435,9.296685046,-0.145038168,1.297709924,-0.816793893,0
05-12-22,16:58:59,829863,4.879382983,0.914585034,6.87854137,0.038167939,5.519083969,-1.366412214,0
05-12-22,16:59:00,42262,2.46602771,1.292868896,9.63426748,-0.152671756,0.938931298,-0.595419847,0
05-12-22,16:59:00,254105,-0.050278235,-0.08619126,10.39083521,0.114503817,-0.633587786,-0.687022901,0
05-12-22,16:59:00,465769,3.462015601,0.452504114,9.109937317,0.167938931,2.969465649,-1.938931298,0
05-12-22,16:59:00,677727,-0.153228906,0.732625708,10.34773958,-0.198473282,0.106870229,-1.34351145,0
